"Source","InstalledOn","HotFixID","Description","InstalledBy"
"Server28","7/4/2020 12:00:00 AM","MSKB6041855","Update","NT AUTHORITY\SYSTEM"
"Server31","7/4/2020 12:00:00 AM","MSKB7710342","Security Update","NT AUTHORITY\SYSTEM"
"Server31","7/4/2020 12:00:00 AM","MSKB2497205","Update","NT AUTHORITY\SYSTEM"
"Server31","7/4/2020 12:00:00 AM","MSKB9775536","Security Update","NT AUTHORITY\SYSTEM"
"Server31","7/4/2020 12:00:00 AM","MSKB9688288","Security Update","NT AUTHORITY\SYSTEM"
"Server32","7/4/2020 12:00:00 AM","MSKB9967593","Update","NT AUTHORITY\SYSTEM"
"Server32","7/4/2020 12:00:00 AM","MSKB7231705","Security Update","NT AUTHORITY\SYSTEM"
"Server32","7/4/2020 12:00:00 AM","MSKB3708119","Update","NT AUTHORITY\SYSTEM"
"Server34","7/4/2020 12:00:00 AM","MSKB7125127","Update","NT AUTHORITY\SYSTEM"
"Server35","7/4/2020 12:00:00 AM","MSKB3425505","Update","NT AUTHORITY\SYSTEM"
"Server35","7/4/2020 12:00:00 AM","MSKB3661085","Update","NT AUTHORITY\SYSTEM"
"Server35","7/4/2020 12:00:00 AM","MSKB6590936","Security Update","NT AUTHORITY\SYSTEM"
"Server36","7/4/2020 12:00:00 AM","MSKB8530684","Update","NT AUTHORITY\SYSTEM"
"Server36","7/4/2020 12:00:00 AM","MSKB2845780","Security Update","NT AUTHORITY\SYSTEM"
"Server36","7/4/2020 12:00:00 AM","MSKB6072706","Update","NT AUTHORITY\SYSTEM"
"Server36","7/4/2020 12:00:00 AM","MSKB2074863","Update","NT AUTHORITY\SYSTEM"
"Server38","7/4/2020 12:00:00 AM","MSKB9585527","Security Update","NT AUTHORITY\SYSTEM"
"Server38","7/4/2020 12:00:00 AM","MSKB7411541","Security Update","NT AUTHORITY\SYSTEM"
"Server38","7/4/2020 12:00:00 AM","MSKB5595713","Update","NT AUTHORITY\SYSTEM"
"Server40","7/4/2020 12:00:00 AM","MSKB9472372","Security Update","NT AUTHORITY\SYSTEM"
"Server40","7/4/2020 12:00:00 AM","MSKB8100498","Security Update","NT AUTHORITY\SYSTEM"
"Server40","7/4/2020 12:00:00 AM","MSKB2394429","Security Update","NT AUTHORITY\SYSTEM"
"Server40","7/4/2020 12:00:00 AM","MSKB4492031","Update","NT AUTHORITY\SYSTEM"
"Server41","7/4/2020 12:00:00 AM","MSKB5281901","Security Update","NT AUTHORITY\SYSTEM"
"Server42","7/4/2020 12:00:00 AM","MSKB5777489","Update","NT AUTHORITY\SYSTEM"
"Server42","7/4/2020 12:00:00 AM","MSKB7129286","Update","NT AUTHORITY\SYSTEM"
"Server43","7/4/2020 12:00:00 AM","MSKB5920112","Security Update","NT AUTHORITY\SYSTEM"
"Server44","7/4/2020 12:00:00 AM","MSKB8586910","Security Update","NT AUTHORITY\SYSTEM"
"Server44","7/4/2020 12:00:00 AM","MSKB3980395","Update","NT AUTHORITY\SYSTEM"
"Server44","7/4/2020 12:00:00 AM","MSKB1130274","Update","NT AUTHORITY\SYSTEM"
"Server45","7/4/2020 12:00:00 AM","MSKB7335968","Update","NT AUTHORITY\SYSTEM"
"Server45","7/4/2020 12:00:00 AM","MSKB2887194","Update","NT AUTHORITY\SYSTEM"
"Server46","7/4/2020 12:00:00 AM","MSKB8699077","Update","NT AUTHORITY\SYSTEM"
"Server47","7/4/2020 12:00:00 AM","MSKB6897337","Update","NT AUTHORITY\SYSTEM"
"Server47","7/4/2020 12:00:00 AM","MSKB3016847","Update","NT AUTHORITY\SYSTEM"
"Server47","7/4/2020 12:00:00 AM","MSKB8624553","Security Update","NT AUTHORITY\SYSTEM"
"Server47","7/4/2020 12:00:00 AM","MSKB7803700","Security Update","NT AUTHORITY\SYSTEM"
"Server48","7/4/2020 12:00:00 AM","MSKB4438723","Security Update","NT AUTHORITY\SYSTEM"
"Server48","7/4/2020 12:00:00 AM","MSKB9365853","Security Update","NT AUTHORITY\SYSTEM"
"Server48","7/4/2020 12:00:00 AM","MSKB6116751","Security Update","NT AUTHORITY\SYSTEM"
"Server48","7/4/2020 12:00:00 AM","MSKB9176970","Security Update","NT AUTHORITY\SYSTEM"
"Server51","7/4/2020 12:00:00 AM","MSKB8231828","Security Update","NT AUTHORITY\SYSTEM"
"Server51","7/4/2020 12:00:00 AM","MSKB5914304","Update","NT AUTHORITY\SYSTEM"
"Server51","7/4/2020 12:00:00 AM","MSKB9701575","Security Update","NT AUTHORITY\SYSTEM"
"Server51","7/4/2020 12:00:00 AM","MSKB1587179","Security Update","NT AUTHORITY\SYSTEM"
"Server53","7/4/2020 12:00:00 AM","MSKB7300165","Update","NT AUTHORITY\SYSTEM"
"Server53","7/4/2020 12:00:00 AM","MSKB6810257","Update","NT AUTHORITY\SYSTEM"
"Server54","7/4/2020 12:00:00 AM","MSKB1286752","Update","NT AUTHORITY\SYSTEM"
"Server55","7/4/2020 12:00:00 AM","MSKB8189190","Update","NT AUTHORITY\SYSTEM"
"Server55","7/4/2020 12:00:00 AM","MSKB4322686","Update","NT AUTHORITY\SYSTEM"
"Server55","7/4/2020 12:00:00 AM","MSKB8704192","Security Update","NT AUTHORITY\SYSTEM"
"Server55","7/4/2020 12:00:00 AM","MSKB1496212","Update","NT AUTHORITY\SYSTEM"
"Server57","7/4/2020 12:00:00 AM","MSKB8011405","Security Update","NT AUTHORITY\SYSTEM"
"Server57","7/4/2020 12:00:00 AM","MSKB6055479","Update","NT AUTHORITY\SYSTEM"
"Server57","7/4/2020 12:00:00 AM","MSKB1591088","Update","NT AUTHORITY\SYSTEM"
"Server58","7/4/2020 12:00:00 AM","MSKB8956934","Security Update","NT AUTHORITY\SYSTEM"
"Server58","7/4/2020 12:00:00 AM","MSKB7595789","Security Update","NT AUTHORITY\SYSTEM"
"Server59","7/4/2020 12:00:00 AM","MSKB4684475","Security Update","NT AUTHORITY\SYSTEM"
"Server59","7/4/2020 12:00:00 AM","MSKB9889136","Update","NT AUTHORITY\SYSTEM"
"Server61","7/4/2020 12:00:00 AM","MSKB7019666","Update","NT AUTHORITY\SYSTEM"
"Server61","7/4/2020 12:00:00 AM","MSKB9303898","Update","NT AUTHORITY\SYSTEM"
"Server61","7/4/2020 12:00:00 AM","MSKB8339156","Update","NT AUTHORITY\SYSTEM"
"Server61","7/4/2020 12:00:00 AM","MSKB7330629","Security Update","NT AUTHORITY\SYSTEM"
"Server62","7/4/2020 12:00:00 AM","MSKB7094508","Security Update","NT AUTHORITY\SYSTEM"
"Server62","7/4/2020 12:00:00 AM","MSKB3999126","Update","NT AUTHORITY\SYSTEM"
"Server62","7/4/2020 12:00:00 AM","MSKB1753149","Update","NT AUTHORITY\SYSTEM"
"Server63","7/4/2020 12:00:00 AM","MSKB5725704","Update","NT AUTHORITY\SYSTEM"
"Server64","7/4/2020 12:00:00 AM","MSKB8392560","Update","NT AUTHORITY\SYSTEM"
"Server66","7/4/2020 12:00:00 AM","MSKB9682905","Security Update","NT AUTHORITY\SYSTEM"
"Server67","7/4/2020 12:00:00 AM","MSKB3075204","Update","NT AUTHORITY\SYSTEM"
"Server67","7/4/2020 12:00:00 AM","MSKB1153644","Security Update","NT AUTHORITY\SYSTEM"
"Server67","7/4/2020 12:00:00 AM","MSKB5387101","Security Update","NT AUTHORITY\SYSTEM"
"Server67","7/4/2020 12:00:00 AM","MSKB7017741","Security Update","NT AUTHORITY\SYSTEM"
"Server68","7/4/2020 12:00:00 AM","MSKB8122373","Security Update","NT AUTHORITY\SYSTEM"
"Server68","7/4/2020 12:00:00 AM","MSKB2095425","Security Update","NT AUTHORITY\SYSTEM"
"Server68","7/4/2020 12:00:00 AM","MSKB5228316","Update","NT AUTHORITY\SYSTEM"
"Server68","7/4/2020 12:00:00 AM","MSKB2842262","Security Update","NT AUTHORITY\SYSTEM"
"Server69","7/4/2020 12:00:00 AM","MSKB7650386","Security Update","NT AUTHORITY\SYSTEM"
"Server69","7/4/2020 12:00:00 AM","MSKB3606283","Update","NT AUTHORITY\SYSTEM"
"Server69","7/4/2020 12:00:00 AM","MSKB4231796","Update","NT AUTHORITY\SYSTEM"
"Server69","7/4/2020 12:00:00 AM","MSKB5964239","Security Update","NT AUTHORITY\SYSTEM"
"Server70","7/4/2020 12:00:00 AM","MSKB8102227","Security Update","NT AUTHORITY\SYSTEM"
"Server70","7/4/2020 12:00:00 AM","MSKB6379334","Update","NT AUTHORITY\SYSTEM"
"Server70","7/4/2020 12:00:00 AM","MSKB6531921","Update","NT AUTHORITY\SYSTEM"
"Server70","7/4/2020 12:00:00 AM","MSKB6411660","Security Update","NT AUTHORITY\SYSTEM"
"Server71","7/4/2020 12:00:00 AM","MSKB9647170","Update","NT AUTHORITY\SYSTEM"
"Server71","7/4/2020 12:00:00 AM","MSKB8263325","Update","NT AUTHORITY\SYSTEM"
"Server71","7/4/2020 12:00:00 AM","MSKB7891249","Update","NT AUTHORITY\SYSTEM"
"Server73","7/4/2020 12:00:00 AM","MSKB5927041","Security Update","NT AUTHORITY\SYSTEM"
"Server74","7/4/2020 12:00:00 AM","MSKB5525749","Update","NT AUTHORITY\SYSTEM"
"Server74","7/4/2020 12:00:00 AM","MSKB1553061","Security Update","NT AUTHORITY\SYSTEM"
"Server74","7/4/2020 12:00:00 AM","MSKB8587791","Update","NT AUTHORITY\SYSTEM"
"Server75","7/4/2020 12:00:00 AM","MSKB4464221","Update","NT AUTHORITY\SYSTEM"
"Server76","7/4/2020 12:00:00 AM","MSKB4990802","Security Update","NT AUTHORITY\SYSTEM"
"Server76","7/4/2020 12:00:00 AM","MSKB6526307","Security Update","NT AUTHORITY\SYSTEM"
"Server76","7/4/2020 12:00:00 AM","MSKB2749207","Security Update","NT AUTHORITY\SYSTEM"
"Server77","7/4/2020 12:00:00 AM","MSKB2071404","Update","NT AUTHORITY\SYSTEM"
"Server77","7/4/2020 12:00:00 AM","MSKB8043205","Security Update","NT AUTHORITY\SYSTEM"
"Server79","7/4/2020 12:00:00 AM","MSKB5613612","Security Update","NT AUTHORITY\SYSTEM"
"Server79","7/4/2020 12:00:00 AM","MSKB2023437","Security Update","NT AUTHORITY\SYSTEM"
"Server79","7/4/2020 12:00:00 AM","MSKB9313996","Security Update","NT AUTHORITY\SYSTEM"
"Server79","7/4/2020 12:00:00 AM","MSKB6707885","Security Update","NT AUTHORITY\SYSTEM"
"Server80","7/4/2020 12:00:00 AM","MSKB7914313","Update","NT AUTHORITY\SYSTEM"
"Server80","7/4/2020 12:00:00 AM","MSKB8152627","Update","NT AUTHORITY\SYSTEM"
"Server80","7/4/2020 12:00:00 AM","MSKB5009090","Security Update","NT AUTHORITY\SYSTEM"
"Server85","7/4/2020 12:00:00 AM","MSKB1460051","Update","NT AUTHORITY\SYSTEM"
"Server85","7/4/2020 12:00:00 AM","MSKB6254187","Update","NT AUTHORITY\SYSTEM"
"Server85","7/4/2020 12:00:00 AM","MSKB2736643","Security Update","NT AUTHORITY\SYSTEM"
"Server85","7/4/2020 12:00:00 AM","MSKB4030345","Security Update","NT AUTHORITY\SYSTEM"
"Server86","7/4/2020 12:00:00 AM","MSKB5224827","Update","NT AUTHORITY\SYSTEM"
"Server86","7/4/2020 12:00:00 AM","MSKB8096442","Security Update","NT AUTHORITY\SYSTEM"
"Server86","7/4/2020 12:00:00 AM","MSKB5325456","Update","NT AUTHORITY\SYSTEM"
"Server86","7/4/2020 12:00:00 AM","MSKB5674112","Update","NT AUTHORITY\SYSTEM"
"Server88","7/4/2020 12:00:00 AM","MSKB3573176","Update","NT AUTHORITY\SYSTEM"
"Server89","7/4/2020 12:00:00 AM","MSKB5934216","Security Update","NT AUTHORITY\SYSTEM"
"Server90","7/4/2020 12:00:00 AM","MSKB6013736","Security Update","NT AUTHORITY\SYSTEM"
"Server90","7/4/2020 12:00:00 AM","MSKB4074844","Security Update","NT AUTHORITY\SYSTEM"
"Server90","7/4/2020 12:00:00 AM","MSKB9444431","Security Update","NT AUTHORITY\SYSTEM"
"Server93","7/4/2020 12:00:00 AM","MSKB2849227","Security Update","NT AUTHORITY\SYSTEM"
"Server93","7/4/2020 12:00:00 AM","MSKB9536841","Security Update","NT AUTHORITY\SYSTEM"
"Server93","7/4/2020 12:00:00 AM","MSKB1819553","Update","NT AUTHORITY\SYSTEM"
"Server93","7/4/2020 12:00:00 AM","MSKB7283180","Security Update","NT AUTHORITY\SYSTEM"
"Server95","7/4/2020 12:00:00 AM","MSKB6979864","Security Update","NT AUTHORITY\SYSTEM"
"Server95","7/4/2020 12:00:00 AM","MSKB8797033","Security Update","NT AUTHORITY\SYSTEM"
"Server95","7/4/2020 12:00:00 AM","MSKB7154161","Update","NT AUTHORITY\SYSTEM"
"Server98","7/4/2020 12:00:00 AM","MSKB4598909","Security Update","NT AUTHORITY\SYSTEM"
"Server98","7/4/2020 12:00:00 AM","MSKB8090519","Update","NT AUTHORITY\SYSTEM"
"Server98","7/4/2020 12:00:00 AM","MSKB4691105","Update","NT AUTHORITY\SYSTEM"
"Server98","7/4/2020 12:00:00 AM","MSKB9721140","Security Update","NT AUTHORITY\SYSTEM"
"Server1","7/11/2020 12:00:00 AM","MSKB4709988","Security Update","NT AUTHORITY\SYSTEM"
"Server1","7/11/2020 12:00:00 AM","MSKB8917392","Update","NT AUTHORITY\SYSTEM"
"Server2","7/11/2020 12:00:00 AM","MSKB3416960","Update","NT AUTHORITY\SYSTEM"
"Server2","7/11/2020 12:00:00 AM","MSKB5093455","Update","NT AUTHORITY\SYSTEM"
"Server2","7/11/2020 12:00:00 AM","MSKB4161537","Update","NT AUTHORITY\SYSTEM"
"Server2","7/11/2020 12:00:00 AM","MSKB6396658","Update","NT AUTHORITY\SYSTEM"
"Server3","7/11/2020 12:00:00 AM","MSKB9343101","Security Update","NT AUTHORITY\SYSTEM"
"Server4","7/11/2020 12:00:00 AM","MSKB9959599","Security Update","NT AUTHORITY\SYSTEM"
"Server4","7/11/2020 12:00:00 AM","MSKB7551434","Security Update","NT AUTHORITY\SYSTEM"
"Server4","7/11/2020 12:00:00 AM","MSKB2803933","Update","NT AUTHORITY\SYSTEM"
"Server5","7/11/2020 12:00:00 AM","MSKB5928968","Security Update","NT AUTHORITY\SYSTEM"
"Server5","7/11/2020 12:00:00 AM","MSKB4075800","Security Update","NT AUTHORITY\SYSTEM"
"Server6","7/11/2020 12:00:00 AM","MSKB5586563","Security Update","NT AUTHORITY\SYSTEM"
"Server6","7/11/2020 12:00:00 AM","MSKB9970900","Security Update","NT AUTHORITY\SYSTEM"
"Server6","7/11/2020 12:00:00 AM","MSKB4948564","Security Update","NT AUTHORITY\SYSTEM"
"Server8","7/11/2020 12:00:00 AM","MSKB3325589","Security Update","NT AUTHORITY\SYSTEM"
"Server8","7/11/2020 12:00:00 AM","MSKB4444631","Update","NT AUTHORITY\SYSTEM"
"Server8","7/11/2020 12:00:00 AM","MSKB9487214","Update","NT AUTHORITY\SYSTEM"
"Server9","7/11/2020 12:00:00 AM","MSKB8715769","Security Update","NT AUTHORITY\SYSTEM"
"Server9","7/11/2020 12:00:00 AM","MSKB6294510","Security Update","NT AUTHORITY\SYSTEM"
"Server9","7/11/2020 12:00:00 AM","MSKB1462845","Update","NT AUTHORITY\SYSTEM"
"Server9","7/11/2020 12:00:00 AM","MSKB2533911","Security Update","NT AUTHORITY\SYSTEM"
"Server14","7/11/2020 12:00:00 AM","MSKB3727551","Update","NT AUTHORITY\SYSTEM"
"Server15","7/11/2020 12:00:00 AM","MSKB3782581","Update","NT AUTHORITY\SYSTEM"
"Server16","7/11/2020 12:00:00 AM","MSKB2965020","Update","NT AUTHORITY\SYSTEM"
"Server16","7/11/2020 12:00:00 AM","MSKB9696186","Security Update","NT AUTHORITY\SYSTEM"
"Server17","7/11/2020 12:00:00 AM","MSKB7967028","Security Update","NT AUTHORITY\SYSTEM"
"Server17","7/11/2020 12:00:00 AM","MSKB4323410","Security Update","NT AUTHORITY\SYSTEM"
"Server17","7/11/2020 12:00:00 AM","MSKB9610613","Security Update","NT AUTHORITY\SYSTEM"
"Server17","7/11/2020 12:00:00 AM","MSKB7824472","Security Update","NT AUTHORITY\SYSTEM"
"Server18","7/11/2020 12:00:00 AM","MSKB6321978","Security Update","NT AUTHORITY\SYSTEM"
"Server19","7/11/2020 12:00:00 AM","MSKB8932724","Update","NT AUTHORITY\SYSTEM"
"Server20","7/11/2020 12:00:00 AM","MSKB1588624","Update","NT AUTHORITY\SYSTEM"
"Server20","7/11/2020 12:00:00 AM","MSKB9079566","Update","NT AUTHORITY\SYSTEM"
"Server20","7/11/2020 12:00:00 AM","MSKB7636503","Update","NT AUTHORITY\SYSTEM"
"Server20","7/11/2020 12:00:00 AM","MSKB3985686","Update","NT AUTHORITY\SYSTEM"
"Server21","7/11/2020 12:00:00 AM","MSKB2248384","Security Update","NT AUTHORITY\SYSTEM"
"Server23","7/11/2020 12:00:00 AM","MSKB8716565","Security Update","NT AUTHORITY\SYSTEM"
"Server27","7/11/2020 12:00:00 AM","MSKB2037563","Security Update","NT AUTHORITY\SYSTEM"
"Server27","7/11/2020 12:00:00 AM","MSKB9782880","Security Update","NT AUTHORITY\SYSTEM"
"Server28","7/11/2020 12:00:00 AM","MSKB4951968","Update","NT AUTHORITY\SYSTEM"
"Server29","7/11/2020 12:00:00 AM","MSKB7501865","Update","NT AUTHORITY\SYSTEM"
"Server29","7/11/2020 12:00:00 AM","MSKB8144412","Security Update","NT AUTHORITY\SYSTEM"
"Server29","7/11/2020 12:00:00 AM","MSKB5270941","Security Update","NT AUTHORITY\SYSTEM"
"Server29","7/11/2020 12:00:00 AM","MSKB6314993","Security Update","NT AUTHORITY\SYSTEM"
"Server30","7/11/2020 12:00:00 AM","MSKB3316158","Update","NT AUTHORITY\SYSTEM"
"Server31","7/11/2020 12:00:00 AM","MSKB4953332","Update","NT AUTHORITY\SYSTEM"
"Server32","7/11/2020 12:00:00 AM","MSKB1978288","Update","NT AUTHORITY\SYSTEM"
"Server32","7/11/2020 12:00:00 AM","MSKB8918093","Security Update","NT AUTHORITY\SYSTEM"
"Server32","7/11/2020 12:00:00 AM","MSKB8212080","Update","NT AUTHORITY\SYSTEM"
"Server33","7/11/2020 12:00:00 AM","MSKB7156651","Security Update","NT AUTHORITY\SYSTEM"
"Server35","7/11/2020 12:00:00 AM","MSKB1223195","Security Update","NT AUTHORITY\SYSTEM"
"Server35","7/11/2020 12:00:00 AM","MSKB9566970","Update","NT AUTHORITY\SYSTEM"
"Server37","7/11/2020 12:00:00 AM","MSKB7959367","Update","NT AUTHORITY\SYSTEM"
"Server37","7/11/2020 12:00:00 AM","MSKB8557326","Update","NT AUTHORITY\SYSTEM"
"Server37","7/11/2020 12:00:00 AM","MSKB4469052","Update","NT AUTHORITY\SYSTEM"
"Server37","7/11/2020 12:00:00 AM","MSKB2424049","Update","NT AUTHORITY\SYSTEM"
"Server38","7/11/2020 12:00:00 AM","MSKB4578097","Security Update","NT AUTHORITY\SYSTEM"
"Server38","7/11/2020 12:00:00 AM","MSKB9997965","Update","NT AUTHORITY\SYSTEM"
"Server40","7/11/2020 12:00:00 AM","MSKB4007576","Security Update","NT AUTHORITY\SYSTEM"
"Server40","7/11/2020 12:00:00 AM","MSKB3840818","Security Update","NT AUTHORITY\SYSTEM"
"Server42","7/11/2020 12:00:00 AM","MSKB9961124","Security Update","NT AUTHORITY\SYSTEM"
"Server42","7/11/2020 12:00:00 AM","MSKB9838392","Update","NT AUTHORITY\SYSTEM"
"Server46","7/11/2020 12:00:00 AM","MSKB5842725","Update","NT AUTHORITY\SYSTEM"
"Server46","7/11/2020 12:00:00 AM","MSKB3839237","Security Update","NT AUTHORITY\SYSTEM"
"Server46","7/11/2020 12:00:00 AM","MSKB5969643","Security Update","NT AUTHORITY\SYSTEM"
"Server47","7/11/2020 12:00:00 AM","MSKB3343475","Update","NT AUTHORITY\SYSTEM"
"Server47","7/11/2020 12:00:00 AM","MSKB6399797","Security Update","NT AUTHORITY\SYSTEM"
"Server47","7/11/2020 12:00:00 AM","MSKB5861393","Update","NT AUTHORITY\SYSTEM"
"Server48","7/11/2020 12:00:00 AM","MSKB4248651","Security Update","NT AUTHORITY\SYSTEM"
"Server48","7/11/2020 12:00:00 AM","MSKB4790723","Security Update","NT AUTHORITY\SYSTEM"
"Server48","7/11/2020 12:00:00 AM","MSKB9138222","Security Update","NT AUTHORITY\SYSTEM"
"Server48","7/11/2020 12:00:00 AM","MSKB4000810","Security Update","NT AUTHORITY\SYSTEM"
"Server50","7/11/2020 12:00:00 AM","MSKB6577258","Security Update","NT AUTHORITY\SYSTEM"
"Server50","7/11/2020 12:00:00 AM","MSKB8730983","Security Update","NT AUTHORITY\SYSTEM"
"Server53","7/11/2020 12:00:00 AM","MSKB1422801","Update","NT AUTHORITY\SYSTEM"
"Server53","7/11/2020 12:00:00 AM","MSKB8377672","Security Update","NT AUTHORITY\SYSTEM"
"Server53","7/11/2020 12:00:00 AM","MSKB6803438","Update","NT AUTHORITY\SYSTEM"
"Server53","7/11/2020 12:00:00 AM","MSKB4847887","Update","NT AUTHORITY\SYSTEM"
"Server54","7/11/2020 12:00:00 AM","MSKB4794802","Update","NT AUTHORITY\SYSTEM"
"Server55","7/11/2020 12:00:00 AM","MSKB9297019","Update","NT AUTHORITY\SYSTEM"
"Server55","7/11/2020 12:00:00 AM","MSKB3039219","Security Update","NT AUTHORITY\SYSTEM"
"Server55","7/11/2020 12:00:00 AM","MSKB8567291","Update","NT AUTHORITY\SYSTEM"
"Server55","7/11/2020 12:00:00 AM","MSKB4479326","Security Update","NT AUTHORITY\SYSTEM"
"Server57","7/11/2020 12:00:00 AM","MSKB1593369","Security Update","NT AUTHORITY\SYSTEM"
"Server57","7/11/2020 12:00:00 AM","MSKB5042998","Update","NT AUTHORITY\SYSTEM"
"Server57","7/11/2020 12:00:00 AM","MSKB8970863","Update","NT AUTHORITY\SYSTEM"
"Server57","7/11/2020 12:00:00 AM","MSKB9729611","Update","NT AUTHORITY\SYSTEM"
"Server59","7/11/2020 12:00:00 AM","MSKB9956819","Update","NT AUTHORITY\SYSTEM"
"Server59","7/11/2020 12:00:00 AM","MSKB8418946","Update","NT AUTHORITY\SYSTEM"
"Server59","7/11/2020 12:00:00 AM","MSKB7121402","Update","NT AUTHORITY\SYSTEM"
"Server59","7/11/2020 12:00:00 AM","MSKB7389495","Update","NT AUTHORITY\SYSTEM"
"Server60","7/11/2020 12:00:00 AM","MSKB3184195","Update","NT AUTHORITY\SYSTEM"
"Server62","7/11/2020 12:00:00 AM","MSKB9707532","Security Update","NT AUTHORITY\SYSTEM"
"Server62","7/11/2020 12:00:00 AM","MSKB5377196","Update","NT AUTHORITY\SYSTEM"
"Server62","7/11/2020 12:00:00 AM","MSKB3491814","Security Update","NT AUTHORITY\SYSTEM"
"Server62","7/11/2020 12:00:00 AM","MSKB5638889","Update","NT AUTHORITY\SYSTEM"
"Server63","7/11/2020 12:00:00 AM","MSKB4973522","Security Update","NT AUTHORITY\SYSTEM"
"Server63","7/11/2020 12:00:00 AM","MSKB1572913","Update","NT AUTHORITY\SYSTEM"
"Server64","7/11/2020 12:00:00 AM","MSKB9917508","Security Update","NT AUTHORITY\SYSTEM"
"Server66","7/11/2020 12:00:00 AM","MSKB8262235","Security Update","NT AUTHORITY\SYSTEM"
"Server66","7/11/2020 12:00:00 AM","MSKB9858417","Update","NT AUTHORITY\SYSTEM"
"Server67","7/11/2020 12:00:00 AM","MSKB6009460","Update","NT AUTHORITY\SYSTEM"
"Server68","7/11/2020 12:00:00 AM","MSKB2489438","Security Update","NT AUTHORITY\SYSTEM"
"Server68","7/11/2020 12:00:00 AM","MSKB7393634","Security Update","NT AUTHORITY\SYSTEM"
"Server70","7/11/2020 12:00:00 AM","MSKB1412604","Security Update","NT AUTHORITY\SYSTEM"
"Server70","7/11/2020 12:00:00 AM","MSKB8577483","Update","NT AUTHORITY\SYSTEM"
"Server70","7/11/2020 12:00:00 AM","MSKB5272814","Update","NT AUTHORITY\SYSTEM"
"Server71","7/11/2020 12:00:00 AM","MSKB8398162","Update","NT AUTHORITY\SYSTEM"
"Server73","7/11/2020 12:00:00 AM","MSKB2466342","Update","NT AUTHORITY\SYSTEM"
"Server73","7/11/2020 12:00:00 AM","MSKB7380280","Security Update","NT AUTHORITY\SYSTEM"
"Server75","7/11/2020 12:00:00 AM","MSKB1805707","Update","NT AUTHORITY\SYSTEM"
"Server75","7/11/2020 12:00:00 AM","MSKB1287053","Security Update","NT AUTHORITY\SYSTEM"
"Server76","7/11/2020 12:00:00 AM","MSKB7012723","Security Update","NT AUTHORITY\SYSTEM"
"Server76","7/11/2020 12:00:00 AM","MSKB4731753","Security Update","NT AUTHORITY\SYSTEM"
"Server76","7/11/2020 12:00:00 AM","MSKB6215363","Update","NT AUTHORITY\SYSTEM"
"Server77","7/11/2020 12:00:00 AM","MSKB1586051","Security Update","NT AUTHORITY\SYSTEM"
"Server77","7/11/2020 12:00:00 AM","MSKB1345681","Security Update","NT AUTHORITY\SYSTEM"
"Server77","7/11/2020 12:00:00 AM","MSKB4924451","Update","NT AUTHORITY\SYSTEM"
"Server79","7/11/2020 12:00:00 AM","MSKB1287132","Update","NT AUTHORITY\SYSTEM"
"Server79","7/11/2020 12:00:00 AM","MSKB8907335","Security Update","NT AUTHORITY\SYSTEM"
"Server80","7/11/2020 12:00:00 AM","MSKB2145557","Security Update","NT AUTHORITY\SYSTEM"
"Server80","7/11/2020 12:00:00 AM","MSKB5427398","Update","NT AUTHORITY\SYSTEM"
"Server80","7/11/2020 12:00:00 AM","MSKB9935727","Update","NT AUTHORITY\SYSTEM"
"Server80","7/11/2020 12:00:00 AM","MSKB9094885","Security Update","NT AUTHORITY\SYSTEM"
"Server81","7/11/2020 12:00:00 AM","MSKB9994697","Security Update","NT AUTHORITY\SYSTEM"
"Server83","7/11/2020 12:00:00 AM","MSKB3822205","Security Update","NT AUTHORITY\SYSTEM"
"Server83","7/11/2020 12:00:00 AM","MSKB4235499","Security Update","NT AUTHORITY\SYSTEM"
"Server84","7/11/2020 12:00:00 AM","MSKB5947597","Security Update","NT AUTHORITY\SYSTEM"
"Server84","7/11/2020 12:00:00 AM","MSKB9819043","Update","NT AUTHORITY\SYSTEM"
"Server84","7/11/2020 12:00:00 AM","MSKB2464361","Update","NT AUTHORITY\SYSTEM"
"Server84","7/11/2020 12:00:00 AM","MSKB4231484","Security Update","NT AUTHORITY\SYSTEM"
"Server86","7/11/2020 12:00:00 AM","MSKB6121367","Update","NT AUTHORITY\SYSTEM"
"Server86","7/11/2020 12:00:00 AM","MSKB6708149","Update","NT AUTHORITY\SYSTEM"
"Server86","7/11/2020 12:00:00 AM","MSKB5549310","Update","NT AUTHORITY\SYSTEM"
